Date,year,Site_location,LONGITUDE,LATITUDE,Region,Site_number,Clade,Species_name,Collection_no,Plant_no,Height,Canopy_1,Canopy_2,fwt_lam_pet,swt_lam_pet,swt_lam,area_lam_pet,area_lam,lam_width,lam_length,petiole_width,petiole_length,lamina_thickness,hairiness,dwt_lam_pet,dwt_lam,SLA,LMA,Canopy_area,LWratio,FWC,genus
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A1,scabrum,103,2,.,.,.,0.442,0.44,0.38,10.6,10.07,0.6,5.2,1.43,2.5,0.518,1,0.086,0.078,129.103,0.00774578,.,8.666666667,4.139534884,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A1,scabrum,103,3,.,.,.,0.212,0.21,0.188,4.44,4.17,0.3,2.9,1.57,2.4,0.412,0.5,0.054,0.048,86.875,0.011510791,.,9.666666667,2.925925926,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A1,scabrum,103,4,.,.,.,0.616,0.622,0.574,11.59,11.19,0.5,5.6,1.86,1.4,0.652,0.5,0.174,0.162,69.074,0.014477212,.,11.2,2.540229885,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A1,scabrum,103,5,.,.,.,0.404,0.406,0.356,6.88,6.38,0.4,4.1,1.63,1.6,0.748,0.5,0.11,0.098,65.102,0.015360502,.,10.25,2.672727273,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A1,scabrum,103,6,.,.,.,0.166,0.17,0.148,3.12,2.78,0.6,3.1,1.14,1.3,0.477,0.5,0.044,0.038,73.158,0.013669065,.,5.166666667,2.772727273,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A1,scabrum,103,7,.,.,.,0.248,0.25,0.22,4.52,4.21,0.6,3.6,1.61,1.6,0.64,0.5,0.06,0.056,75.179,0.013301663,.,6,3.133333333,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A1,scabrum,103,8,.,.,.,0.328,0.332,0.302,4.86,4.61,0.6,3.6,1.61,1.2,0.957,0.5,0.102,0.096,48.021,0.020824295,.,6,2.215686275,1
.,2012,Nieuwoudtville: van Rhyns Pass,19.01753,-31.37678,Cape_Nature,289,.,scabrum,1,1,71,163,190,0.192,.,0.142,.,2.6179,5.87,3.14,1.67,1.52,0.651,2,0.054,0.044,59.49831818,0.016807365,24323.78112,0.534923339,2.555555556,1
.,2012,Nieuwoudtville: van Rhyns Pass,19.01753,-31.37678,Cape_Nature,289,.,scabrum,2,2,72,180,151,0.134,.,0.112,.,2.5267,3.75,3.02,1.66,1.25,0.334,2,0.034,0.03,84.22386667,0.011873194,21347.12208,0.805333333,2.941176471,1
.,2012,Nieuwoudtville: van Rhyns Pass,19.01753,-31.37678,Cape_Nature,289,.,scabrum,3,3,61,87,62,0.214,.,0.172,.,3.5478,4.85,3.54,1.68,1.63,0.332,2,0.056,0.052,68.22751923,0.014656971,4236.437693,0.729896907,2.821428571,1
.,2012,Nieuwoudtville: van Rhyns Pass,19.01753,-31.37678,Cape_Nature,289,.,scabrum,4,4,76,152,94,0.176,.,0.14,.,2.8906,5.81,3.2,1.67,1.46,0.314,2,0.046,0.036,80.29502778,0.012454162,11221.76896,0.550774527,2.826086957,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1605,1605,100,94,100,0.518,0.542,0.447,10.113,9.3911,9.214,5.22,0.242824,3.1689,0.478,.,0.155,0.132,71.14469697,0.014055861,7382.742736,0.566545673,2.341935484,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1606,1606,92,84,50,0.325,0.345,0.28,7.248,6.6816,6.57,4.763,0.242824,2.34,0.534,.,0.093,0.075,89.088,0.011224856,3298.672286,0.725094165,2.494623656,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1607,1607,92,55,55,0.424,0.442,0.368,8.522,7.7566,7.63,4.864,0.216071,3.17,0.588,.,0.132,0.112,69.25535714,0.014439316,2375.829444,0.637844589,2.212121212,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1608,1608,150,48,55,0.197,0.208,0.183,4.198,4.1514,3.89,3.7656,0.179746,1.257,0.487,.,0.049,0.043,96.54418605,0.010357952,2073.451151,0.966943008,3.020408163,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1609,1609,72,36,30,0.36,0.38,0.32,7.766,7.5047,3.89,4.55,0.21756,1.899,0.6,.,0.096,0.081,92.65061728,0.010793236,848.2300165,1.16835779,2.75,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1610,1610,105,24,50,0.136,0.143,0.121,3.059,2.8727,2.82,3.0978,0.142102,1.522,0.43,.,0.037,0.028,102.5964286,0.009746928,942.4777961,1.096853689,2.675675676,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1611,1611,70,36,34,0.283,0.289,0.25,5.4,5.1061,4.98,3.972,0.1271,2.1115,0.514,.,0.075,0.065,78.55538462,0.012729872,961.327352,0.796872376,2.773333333,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13688,-32.6258,Cape_Nature,160,.,scabrum,1612,1612,70,24,36,0.259,0.273,0.245,5.351,5.1357,5.05,4.1018,0.194424,1.136,0.525,.,0.078,0.069,74.43043478,0.013435364,678.5840132,0.812459482,2.320512821,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,1,.,.,.,0.064,0.066,0.05,1.57,1.27,0.8,2.5,0.74,3.1,0.401,.,0.018,0.012,105.833,0.009448819,.,3.125,2.555555556,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,2,.,.,.,0.104,0.112,0.074,2.2,1.7,1,2.7,0.73,4.6,0.465,.,0.034,0.022,77.273,0.012941176,.,2.7,2.058823529,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,3,.,.,.,0.12,0.128,0.076,2.79,2.12,1.1,2.8,0.66,4.9,0.402,.,0.038,0.028,75.714,0.013207547,.,2.545454545,2.157894737,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,4,.,.,.,0.166,0.17,0.098,3.74,2.77,1.1,3.5,0.74,6.5,0.372,.,0.042,0.028,98.929,0.010108303,.,3.181818182,2.952380952,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,5,.,.,.,0.188,0.196,0.132,3.69,2.93,1.2,3.5,1.02,5.6,0.464,.,0.066,0.046,63.696,0.015699659,.,2.916666667,1.848484848,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,6,.,.,.,0.116,0.126,0.072,2.3,1.65,1,2.5,0.61,4.6,0.507,.,0.044,0.028,58.929,0.016969697,.,2.5,1.636363636,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,7,.,.,.,0.12,0.128,0.068,2.2,1.5,0.8,2.6,1.16,4.6,0.444,.,0.04,0.026,57.692,0.017333333,.,3.25,2,1
8/21/2011,2011,Cederberg_NR:_Driehoek_Rd_,19.18468,-32.43356,Cedarberg,PL_1068,A1,sect_Campylia,111,8,.,.,.,0.074,0.08,0.054,1.68,1.23,0.8,2.2,0.44,3.7,0.443,.,0.03,0.022,55.909,0.017886179,.,2.75,1.466666667,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,1,7,5,4,0.042,0.044,0.038,1.57,1.4,0.9,2.1,0.71,1.6,0.312,1,0.012,0.012,116.667,0.008571429,15.70796327,2.333333333,2.5,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,2,14,18,7,0.028,0.028,0.024,0.81,0.74,0.6,2,0.45,0.9,0.287,1,0.01,0.008,92.5,0.010810811,98.96016859,3.333333333,1.8,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,3,12,8,3,0.022,0.02,0.018,0.68,0.62,0.6,1.5,0.64,0.5,0.289,0.5,0.006,0.006,103.333,0.009677419,18.84955592,2.5,2.666666667,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,4,12,10,6,0.024,0.022,0.02,0.58,0.54,0.6,1.4,0.34,0.3,0.35,0.5,0.008,0.006,90,0.011111111,47.1238898,2.333333333,2,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,5,11,11,14,0.03,0.024,0.022,0.94,0.9,0.7,1.9,0.25,0.6,0.253,0.5,0.004,0.004,225,0.004444444,120.9513172,2.714285714,6.5,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,6,9,3,2,0.018,0.034,0.03,1.03,0.98,0.8,2.1,0.43,0.9,0.267,1,0.006,0.004,245,0.004081633,4.71238898,2.625,2,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,7,10,6,4,0.03,0.03,0.028,0.75,0.7,0.6,1.9,0.37,0.3,0.314,1,0.01,0.008,87.5,0.011428571,18.84955592,3.166666667,2,1
8/2/2011,2011,Swartberg_NR:_Pass_South_4,22.09135,-33.3629,Swartberg,PL_1022,A1,sect_Campylia_sp_nov,34,8,8,14,7,0.02,0.018,0.016,0.43,0.4,0.4,1.5,0.2,0.2,0.287,1,0.008,0.008,50,0.02,76.96902001,3.75,1.5,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,1,15,19,12,0.162,0.186,0.142,4.52,4.07,0.5,3.1,0.63,3.9,0.216,0.5,0.058,0.048,84.792,0.011793612,179.0707813,6.2,1.793103448,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,2,6,4,4,0.17,0.182,0.14,4.7,4.26,2.3,3.5,1.8,3.8,0.247,0,0.058,0.049,86.939,0.011502347,12.56637061,1.52173913,1.931034483,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,3,15,7,3,0.208,0.226,0.138,5.27,4.49,0.4,3.2,1.74,5.7,0.201,0,0.054,0.042,106.905,0.00935412,16.49336143,8,2.851851852,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,4,8,11,7,0.24,0.252,0.214,6.1,5.69,0.6,3.7,1.63,3.8,0.304,0,0.088,0.078,72.949,0.01370826,60.47565858,6.166666667,1.727272727,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,5,7,6,2,0.434,0.416,0.376,9.48,8.73,0.5,5.2,2.19,5.5,0.305,0.5,0.166,0.14,62.357,0.016036655,9.424777961,10.4,1.614457831,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,6,20,45,12,0.314,0.318,0.27,6,5.53,0.5,4.7,2.27,2.5,0.302,0,0.108,0.092,60.109,0.016636528,424.1150082,9.4,1.907407407,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,7,15,18,12,0.084,0.206,0.162,6.55,6.01,0.5,3.5,2.04,4.6,0.228,0.5,0.058,0.05,120.2,0.008319468,169.6460033,7,0.448275862,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,C1,sect_myrrhidium,8,8,7,8,4,0.194,0.088,0.074,3.25,3.04,0.5,2.3,1.99,2,0.222,0,0.022,0.02,152,0.006578947,25.13274123,4.6,7.818181818,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,1,3,8,7,0.062,0.072,0.06,1.98,1.84,0.2,2.1,0.47,2.1,0.296,0,0.012,0.01,184,0.005434783,43.98229715,10.5,4.166666667,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,2,2,9,4,0.132,0.14,0.122,3.76,3.53,0.3,2.8,0.59,2.1,0.284,0,0.026,0.024,147.083,0.006798867,28.27433388,9.333333333,4.076923077,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,3,4,9,8,0.078,0.086,0.076,2.76,2.56,0.6,2.5,0.51,2.3,0.261,0,0.018,0.016,160,0.00625,56.54866776,4.166666667,3.333333333,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,4,3,12,15,0.208,0.22,0.196,5.35,5.08,0.3,4,0.83,2.7,0.26,0,0.05,0.044,115.455,0.008661417,141.3716694,13.33333333,3.16,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,5,3,6,6,0.072,0.082,0.07,2.09,1.96,0.1,2.3,0.6,1.6,0.291,0,0.02,0.018,108.889,0.009183673,28.27433388,23,2.6,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,6,5,7,5,0.08,0.084,0.074,2.66,2.54,0.6,2.3,0.53,1.9,0.308,0,0.018,0.016,158.75,0.006299213,27.48893572,3.833333333,3.444444444,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,7,4,10,9,0.128,0.134,0.116,3.12,2.84,0.3,2.7,0.59,2.6,0.315,0,0.0136,0.03,94.667,0.01056338,70.68583471,9,8.411764706,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_2,18.96066,-34.31511,Kogelberg,PL_1052,C1,sect_myrrhidium,78,8,4,8,5,0.08,0.086,0.072,2.52,2.31,0.2,2.5,0.56,2.5,0.221,0,0.022,0.018,128.333,0.007792208,31.41592654,12.5,2.636363636,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,1,10,9,9,0.218,0.226,0.194,6.51,6.12,0.2,4.5,0.76,3.4,0.352,0.5,0.058,0.048,127.5,0.007843137,63.61725124,22.5,2.75862069,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,2,16,10,9,0.158,0.168,0.146,3.55,3.1,0.1,3.2,0.7,2.4,0.372,0.5,0.04,0.034,91.176,0.010967742,70.68583471,32,2.95,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,3,19,23,13,0.17,0.18,0.154,3.68,3.36,0.1,3.6,0.75,2.9,0.264,0.5,0.046,0.038,88.421,0.011309524,234.8340509,36,2.695652174,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,4,24,37,15,0.268,0.278,0.248,7.38,7.02,0.5,3.9,0.91,3.2,0.278,0.5,0.064,0.06,117,0.008547009,435.8959807,7.8,3.1875,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,5,9,13,9,0.35,0.37,0.302,7.86,7.09,0.4,4.8,1.05,4.3,0.305,0.5,0.094,0.078,90.897,0.01100141,91.89158512,12,2.723404255,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,6,20,13,6,0.328,0.336,0.256,12.19,11.23,0.8,6.9,0.93,6.9,0.216,0.5,0.08,0.064,175.469,0.00569902,61.26105675,8.625,3.1,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,7,7,8,7,0.176,0.182,0.158,5.77,5.28,0.7,3.3,0.48,5.1,0.277,0.5,0.04,0.038,138.947,0.00719697,43.98229715,4.714285714,3.4,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,C1,sect_myrrhidium,97,8,7,10,10,0.15,0.164,0.14,5.63,5.26,1.1,3.4,0.75,2.7,0.279,0.5,0.032,0.024,219.167,0.004562738,78.53981634,3.090909091,3.6875,1
.,2012,Robinson Pass,22.0309,-33.91505,Cape_Nature,337,.,sect_myrrhidium,1,1,10,45,18,0.234,.,0.158,.,8.6958,2.91,3.53,1.15,4.47,0.366,2,0.066,0.05,173.91698,0.005749902,636.1725124,1.213058419,2.545454545,1
.,2012,Robinson Pass,22.0309,-33.91505,Cape_Nature,337,.,sect_myrrhidium,2,2,17,32,16,0.16,.,0.136,.,5.5398,1.88,2.94,1.26,1.57,0.265,2,0.046,0.04,138.494675,0.007220477,402.1238597,1.563829787,2.47826087,1
.,2012,Robinson Pass,22.0309,-33.91505,Cape_Nature,337,.,sect_myrrhidium,3,3,30,16,10,0.12,.,0.084,.,4.0716,1.29,2.74,0.89,4.11,0.208,2,0.036,0.03,135.7201,0.007368111,125.6637061,2.124031008,2.333333333,1
.,2012,Robinson Pass,22.0309,-33.91505,Cape_Nature,337,.,sect_myrrhidium,4,4,35,48,37,0.148,.,0.122,.,5.57,1.71,2.87,1.12,2.13,0.274,2,0.046,0.04,139.248775,0.007181329,1394.867138,1.678362573,2.217391304,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1695,1695,15.5,13,6,0.13,0.128,0.118,3.12,2.92,0.22,3.4,0.9,1.8,0.515,.,0.049,0.044,66.36363636,0.015068493,61.26105675,15.45454545,1.653061224,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1697,1697,17.5,12,10,0.279,0.286,0.241,5.99,5.49,0.45,4,0.64,4.1,0.488,.,0.093,0.082,66.95121951,0.014936248,94.24777961,8.988764045,2,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1698,1698,13,7,4,0.126,0.127,0.111,2.96,2.8,0.28,3.3,0.64,1.8,0.342,.,0.054,0.048,58.33333333,0.017142857,21.99114858,12,1.333333333,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1699,1699,17,15,12,0.246,0.25,0.207,4.78,4.3,0.33,3.6,0.85,3.5,0.572,.,0.099,0.085,50.58823529,0.019767442,141.3716694,10.90909091,1.484848485,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1700,1700,15,14,11,0.16,0.162,0.153,3.16,3.04,0.16,3.1,0.71,1.3,0.508,.,0.06,0.057,53.33333333,0.01875,120.9513172,19.87179487,1.666666667,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1693,1693A,16,21,11,0.17,0.157,0.142,3.44,3.22,0.16,3.5,0.9,2.2,0.464,.,0.061,0.052,61.92307692,0.016149068,181.4269757,21.875,1.786885246,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1694,1694B,16,21,12,0.516,0.327,0.252,7.81,7.03,0.35,4.6,0.98,6.5,0.517,.,0.113,0.091,77.25274725,0.012944523,197.9203372,13.14285714,3.566371681,1
.,2012,De Hoop NR: Main Rd 8,20.42171,-34.44291,Cape_Nature,50,.,sect_myrrhidium,1696,1696A,17,19,15,0.363,0.191,0.167,4.16,3.86,0.37,3,0.95,2.7,0.544,.,0.073,0.066,58.48484848,0.017098446,223.8384766,8.108108108,3.97260274,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,1,5,12,12,0.278,0.282,0.218,7.34,6.72,1,3.3,1.2,3.9,0.244,1,0.058,0.048,140,0.007142857,113.0973355,3.3,3.793103448,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,2,5,14,10,0.3,0.312,0.244,9.34,8.8,1.1,3.9,1.23,4.8,0.223,1,0.046,0.038,231.579,0.004318182,109.9557429,3.545454545,5.52173913,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,3,3,12,11,0.153,0.158,0.13,4.84,4.45,0.7,2.6,0.67,3.6,0.223,0.5,0.038,0.032,139.063,0.007191011,103.6725576,3.714285714,3.026315789,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,4,4,13,14,0.256,0.252,0.198,6.57,5.96,1,3.4,1.2,4.2,0.277,0.5,0.054,0.044,135.455,0.00738255,142.9424657,3.4,3.740740741,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,5,6,10,10,0.19,0.196,0.156,5.26,4.83,1.1,2.9,0.74,3,0.248,1,0.056,0.046,105,0.00952381,78.53981634,2.636363636,2.392857143,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,6,3,12,13,0.365,0.398,0.324,9.66,9.09,2.1,4,1.09,3.8,0.276,0.5,0.058,0.048,189.375,0.005280528,122.5221135,1.904761905,5.293103448,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,7,2,13,14,0.306,0.336,0.268,7.44,6.98,1.1,3.2,1.44,2.7,0.27,1,0.06,0.052,134.231,0.007449857,142.9424657,2.909090909,4.1,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_1,89,8,4,20,18,0.446,0.5,0.354,10.71,9.79,0.9,3.8,2.14,4.5,0.306,1,0.096,0.08,122.375,0.008171604,282.7433388,4.222222222,3.645833333,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,1,3,13,13,0.186,0.18,0.12,6.36,5.78,2.2,2.1,1.12,4.7,0.199,0,0.032,0.024,240.833,0.004152249,132.7322896,0.954545455,4.8125,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,2,3,17,18,0.354,0.354,0.238,7.96,6.96,2.2,2.5,1.3,6.2,0.357,0,0.042,0.03,232,0.004310345,240.331838,1.136363636,7.428571429,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,3,2,23,24,0.335,0.338,0.186,8.29,7.28,2.5,2.7,1.37,7.7,0.261,0,0.062,0.04,182,0.005494505,433.5397862,1.08,4.403225806,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,4,4,23,26,0.392,0.396,0.222,10.17,8.67,2.3,2.2,1.72,8.9,0.269,0,0.068,0.05,173.4,0.005767013,469.6681017,0.956521739,4.764705882,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,5,3,28,27,0.282,0.29,0.166,5.8,4.94,1.5,2.1,1.36,6.7,0.311,0,0.046,0.032,154.375,0.006477733,593.7610115,1.4,5.130434783,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,6,3,27,33,0.381,0.382,0.202,9.12,7.47,1.9,2.3,1.8,7.3,0.235,0,0.064,0.046,162.391,0.006157965,699.7897636,1.210526316,4.953125,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,7,4,34,29,0.317,0.312,0.15,6.69,5.29,1.7,1.8,1.33,8.1,0.307,0,0.066,0.04,132.25,0.007561437,774.4025891,1.058823529,3.803030303,1
8/13/2011,2011,Rooisand_E_sect_of_trail,19.10107,-34.34211,Kogelberg,PL_1058,B,sect_Peristera_2,90,8,3,31,29,0.565,0.562,0.226,10.97,8.04,1.6,2.4,2.04,15.2,0.236,0,0.092,0.054,148.889,0.006716418,706.0729489,1.5,5.141304348,1
.,2012,Springbok: Naries 1,17.66505,-29.69064,Northern_Cape,128,.,sericifolium,1501,1501,15,52,37,0.0095,0.0095,0.0095,0.283,0.2825,0.34,0.627,.,.,0.332,2.5,.,0.00775,36.4516129,0.027433628,1511.106066,1.870246085,.,1
.,2012,Springbok: Naries 1,17.66505,-29.69064,Northern_Cape,128,.,sericifolium,1502,1502,15,35,31,0.004,0.004,0.004,0.119,0.119,0.2,0.46,.,.,0.34,2.5,.,0.00155,76.77419355,0.01302521,852.1570073,2.3,.,1
.,2012,Springbok: Naries 1,17.66505,-29.69064,Northern_Cape,128,.,sericifolium,1503,1503,17,24,31,0.0041,0.0041,0.0041,0.111,0.1108,0.2,0.724,.,.,0.326,2.5,.,0.00142,78.02816901,0.012815884,584.3362336,3.62,.,1
.,2012,Springbok: Naries 1,17.66505,-29.69064,Northern_Cape,128,.,sericifolium,1504,1504,19,33,39,0.0055,0.0055,0.0055,0.127,0.127,0.15,0.515,.,.,0.338,2.5,.,0.002,63.5,0.015748031,1010.807436,3.433333333,.,1
